1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;
8.626000;2.416000;4.316000;3.726000;2.651000;1.871000;13.566000;1.261000;3.161000;0.711000;0.886000;1.006000;0.341000;2.051000;0.726000;0.361000;3.161000;2.016000;0.371000;1.166000;1.941000;0.356000;0.351000;1.376000;0.381000;0.336000;0.076000;0.421000;3.791000;0.341000;1.996000;0.376000;2.001000;0.336000;1.366000;2.026000;3.166000;3.711000;2.061000;0.691000;0.321000;0.331000;1.866000;1.016000;3.551000;0.346000;1.926000;0.051000;1.366000;1.371000;0.161000;0.376000;0.351000;0.111000;8.136000;0.336000;0.156000;3.681000;0.361000;2.801000;1.361000;1.866000;0.346000;2.461000;4.186000;0.456000;1.356000;0.416000;2.171000;2.011000;0.351000;1.256000;1.026000;0.346000;1.261000;0.371000;1.371000;0.441000;2.471000;0.161000;0.981000;0.341000;0.341000;0.996000;0.696000;0.356000;0.346000;2.056000;1.036000;1.376000;2.806000;0.996000;0.106000;1.371000;0.366000;2.181000;0.071000;1.036000;1.926000;0.486000;0.346000;1.371000;0.351000;1.126000;1.996000;0.326000;0.351000;0.351000;2.486000;3.701000;1.201000;3.536000;0.361000;3.241000;1.996000;1.266000;2.466000;2.481000;1.001000;2.011000;3.626000;2.826000;0.441000;3.541000;0.336000;2.801000;0.341000;0.381000;0.351000;0.351000;1.031000;2.801000;1.296000;0.346000;1.941000;0.701000;0.886000;0.321000;1.376000;0.446000;1.981000;1.366000;2.421000;0.346000;0.321000;1.021000;0.331000;0.346000;2.206000;0.991000;0.351000;0.341000;0.216000;0.996000;5.481000;0.451000;3.796000;0.436000;0.346000;0.706000;0.986000;1.051000;2.831000;3.806000;1.386000;0.356000;2.466000;2.006000;3.781000;1.366000;1.356000;0.356000;0.386000;0.491000;3.541000;0.351000;0.691000;1.001000;0.341000;0.436000;0.991000;3.781000;3.721000;0.371000;1.021000;1.386000;1.351000;0.346000;1.391000;2.461000;0.996000;0.046000;3.256000;1.371000;9.546000;0.351000;0.331000;0.336000;0.521000;0.336000;1.366000;1.026000;0.366000;0.391000;1.966000;2.181000;1.641000;1.376000;2.616000;0.431000;0.991000;0.731000;0.116000;0.351000;0.336000;1.036000;1.391000;1.376000;2.231000;0.886000;2.036000;2.811000;1.036000;0.361000;2.136000;3.231000;0.346000;0.371000;3.421000;2.806000;1.126000;2.811000;4.161000;1.371000;1.371000;0.076000;1.026000;0.696000;1.596000;0.296000;1.041000;0.576000;4.616000;1.371000;0.161000;2.201000;0.456000;1.946000;0.426000;0.351000;
13.931000;3.686000;4.721000;4.421000;3.251000;3.716000;16.936000;1.381000;3.171000;2.836000;2.451000;1.276000;1.371000;2.176000;1.286000;1.391000;5.486000;3.206000;2.226000;3.886000;2.916000;0.426000;1.871000;1.381000;2.031000;2.071000;0.371000;1.366000;4.281000;0.346000;2.826000;0.446000;4.146000;1.271000;2.461000;2.186000;4.201000;3.721000;2.451000;1.371000;1.361000;4.151000;2.796000;2.171000;3.681000;0.451000;2.846000;2.001000;2.126000;2.456000;0.996000;1.011000;1.246000;2.466000;11.981000;3.096000;0.316000;4.126000;1.586000;3.691000;1.391000;2.066000;2.821000;3.786000;4.411000;1.391000;1.366000;1.361000;4.261000;3.751000;1.371000;3.576000;1.361000;0.461000;1.371000;1.361000;2.181000;1.366000;4.421000;2.166000;2.006000;5.031000;0.346000;1.121000;0.986000;0.981000;1.341000;3.551000;1.251000;2.451000;3.731000;1.371000;1.376000;1.986000;0.696000;2.456000;0.451000;3.781000;2.616000;3.691000;1.256000;1.376000;4.181000;1.366000;2.471000;2.441000;0.366000;2.001000;6.386000;3.716000;8.196000;7.051000;1.121000;4.416000;3.206000;3.706000;3.561000;3.516000;2.806000;2.446000;3.776000;3.531000;3.251000;4.196000;2.451000;2.811000;1.376000;0.996000;1.006000;1.361000;1.581000;3.711000;1.361000;2.171000;2.831000;2.191000;2.196000;2.806000;2.131000;2.561000;4.896000;1.376000;4.416000;1.376000;1.381000;2.476000;3.706000;0.351000;3.806000;1.001000;0.701000;0.711000;0.621000;1.676000;9.331000;1.371000;4.136000;1.356000;1.376000;1.371000;1.286000;2.791000;3.891000;4.421000;2.201000;1.366000;3.161000;4.601000;5.201000;2.321000;1.366000;1.376000;1.386000;2.016000;7.056000;1.356000;1.376000;2.016000;0.366000;2.461000;2.451000;4.121000;3.901000;0.881000;1.996000;4.406000;2.466000;0.356000;2.131000;2.801000;1.006000;0.341000;3.796000;3.546000;13.946000;0.371000;2.446000;0.421000;2.161000;1.361000;1.371000;1.131000;0.926000;2.026000;6.946000;5.241000;1.696000;1.981000;2.851000;1.386000;1.396000;1.376000;0.446000;1.211000;1.846000;1.381000;2.206000;2.026000;5.046000;2.171000;3.211000;2.826000;2.811000;1.946000;2.826000;3.706000;3.156000;3.776000;3.706000;3.206000;3.946000;5.066000;4.201000;1.376000;2.476000;0.166000;1.381000;1.026000;2.306000;2.446000;1.871000;2.131000;5.246000;1.586000;3.961000;4.486000;1.271000;2.016000;1.361000;0.361000;
14.776000;4.491000;5.461000;4.486000;3.711000;4.131000;17.396000;2.426000;3.226000;3.786000;2.911000;2.031000;1.991000;2.471000;1.381000;2.131000;5.506000;4.136000;4.736000;5.206000;4.176000;1.366000;2.421000;2.806000;2.316000;3.161000;0.431000;1.386000;4.591000;1.366000;3.161000;1.296000;5.066000;3.566000;3.201000;2.476000;4.891000;4.146000;3.671000;1.376000;3.156000;4.411000;4.191000;3.156000;3.771000;1.266000;3.071000;5.626000;2.821000;2.836000;1.371000;1.021000;1.946000;3.161000;16.111000;3.676000;1.361000;5.036000;2.611000;3.791000;2.436000;2.796000;4.416000;5.191000;4.491000;2.851000;1.371000;1.366000;4.416000;4.471000;2.411000;4.611000;1.366000;1.366000;2.371000;3.226000;2.476000;3.906000;5.061000;2.471000;2.646000;6.361000;0.351000;3.781000;1.366000;4.596000;2.006000;3.581000;1.361000;2.476000;4.191000;3.706000;2.421000;2.456000;1.256000;2.466000;1.371000;4.416000;4.176000;3.701000;1.381000;6.951000;4.481000;1.381000;2.811000;3.696000;3.796000;2.166000;8.646000;4.306000;12.891000;10.971000;2.801000;8.396000;4.431000;3.716000;3.721000;4.416000;3.546000;4.141000;4.276000;3.741000;3.691000;4.411000;2.846000;4.261000;1.996000;1.996000;1.366000;2.026000;2.796000;4.406000;5.981000;2.186000;3.771000;2.461000;2.801000;3.746000;2.481000;4.151000;5.496000;1.936000;4.736000;2.821000;3.556000;2.726000;3.711000;0.451000;3.946000;3.166000;2.006000;1.371000;1.291000;2.766000;11.026000;1.996000;8.406000;2.021000;2.066000;2.006000;2.056000;3.681000;5.016000;5.236000;4.146000;2.456000;3.936000;5.066000;8.186000;3.786000;1.376000;2.006000;2.176000;4.151000;10.731000;1.371000;2.446000;3.231000;0.376000;2.851000;3.956000;4.481000;4.316000;1.861000;2.321000;4.601000;3.151000;0.446000;2.796000;3.721000;1.281000;2.816000;4.141000;4.416000;14.956000;0.986000;3.681000;2.001000;3.711000;1.381000;2.016000;1.326000;4.136000;2.166000;14.146000;10.791000;1.931000;2.476000;3.531000;2.071000;3.776000;1.926000;2.076000;1.371000;4.411000;2.181000;3.161000;4.141000;13.951000;2.841000;3.711000;3.161000;2.986000;2.821000;3.801000;3.716000;4.416000;4.116000;3.711000;3.681000;4.266000;6.416000;4.421000;1.381000;3.211000;0.361000;7.831000;7.061000;4.136000;3.791000;5.541000;2.451000;6.446000;2.471000;4.281000;5.241000;2.071000;3.211000;1.371000;3.156000;
15.921000;8.641000;6.941000;5.286000;4.176000;4.266000;17.551000;3.766000;3.776000;3.901000;4.141000;2.771000;2.806000;4.276000;2.466000;2.181000;9.326000;7.066000;5.516000;7.326000;4.601000;2.181000;4.141000;6.371000;2.476000;4.421000;4.391000;2.841000;5.531000;2.821000;4.141000;1.371000;9.926000;3.686000;4.416000;3.156000;6.411000;6.196000;3.686000;2.036000;3.561000;4.416000;4.411000;3.706000;6.946000;3.581000;3.676000;8.621000;4.131000;4.116000;1.991000;3.171000;2.136000;5.701000;16.671000;3.686000;2.066000;5.206000;3.156000;4.121000;2.456000;4.596000;7.431000;7.076000;5.731000;2.866000;3.726000;1.386000;8.401000;6.931000;2.801000;4.731000;2.001000;1.386000;2.816000;5.486000;2.806000;4.141000;7.031000;7.026000;3.541000;6.926000;2.806000;3.806000;1.991000;5.036000;2.061000;3.796000;1.371000;2.801000;4.591000;4.391000;3.671000;3.771000;2.466000;2.791000;1.376000;5.041000;4.406000;3.711000;3.151000;7.031000;6.411000;1.921000;3.776000;3.791000;4.136000;2.466000;9.336000;4.481000;14.966000;21.186000;3.716000;10.196000;5.891000;3.801000;4.726000;5.231000;4.191000;4.261000;4.411000;4.316000;5.511000;4.416000;3.711000;11.656000;3.221000;3.806000;1.996000;2.816000;3.701000;16.056000;9.321000;2.456000;5.276000;2.786000;2.836000;3.781000;3.201000;4.316000;7.006000;2.001000;8.541000;3.786000;4.321000;2.826000;3.741000;3.701000;5.051000;3.701000;3.676000;2.461000;1.371000;5.436000;12.811000;2.461000;8.616000;2.486000;2.161000;2.056000;3.951000;4.166000;5.201000;5.431000;4.256000;2.811000;5.441000;5.526000;13.006000;3.896000;2.176000;2.431000;2.456000;8.626000;11.311000;2.151000;3.126000;4.601000;2.791000;4.186000;11.031000;5.496000;5.041000;2.201000;3.776000;5.026000;3.706000;2.456000;2.836000;4.426000;1.996000;3.706000;4.311000;4.421000;17.511000;1.346000;3.686000;3.536000;4.141000;3.776000;2.071000;1.401000;5.461000;3.611000;18.551000;17.641000;3.786000;2.776000;4.151000;2.456000;4.421000;3.686000;3.776000;2.066000;7.066000;2.456000;5.781000;5.436000;15.701000;3.156000;3.716000;3.546000;3.076000;3.156000;4.416000;4.151000;6.006000;4.726000;4.421000;4.396000;4.736000;6.951000;4.426000;2.811000;3.526000;2.466000;7.836000;10.226000;4.736000;4.621000;7.436000;4.176000;6.926000;3.721000;5.436000;6.186000;3.691000;3.551000;2.196000;4.136000;
18.596000;10.166000;6.946000;5.501000;4.596000;5.246000;24.016000;4.141000;4.396000;4.426000;4.186000;2.831000;3.151000;4.396000;2.811000;3.201000;10.221000;12.616000;6.941000;8.626000;5.026000;3.801000;5.041000;7.096000;2.831000;5.256000;4.436000;4.121000;6.516000;4.616000;4.421000;2.011000;11.736000;3.791000;5.201000;4.426000;8.591000;7.056000;3.706000;2.451000;3.741000;5.286000;4.486000;3.711000;7.551000;4.191000;3.716000;9.536000;4.141000;4.436000;3.556000;3.671000;3.201000;8.046000;19.711000;4.401000;2.456000;5.451000;4.156000;4.196000;2.796000;5.456000;7.911000;7.521000;8.191000;3.151000;4.426000;2.171000;12.301000;8.411000;4.486000;7.066000;2.816000;2.841000;4.136000;7.566000;3.156000;4.431000;10.156000;12.616000;5.511000;6.946000;3.706000;3.811000;2.001000;5.041000;2.806000;4.121000;1.396000;2.806000;12.296000;4.416000;4.496000;5.056000;2.471000;2.796000;3.941000;5.206000;4.606000;4.146000;3.731000;13.411000;7.086000;2.131000;4.191000;3.801000;6.946000;3.721000;12.861000;5.031000;18.551000;22.211000;3.786000;11.316000;6.396000;4.601000;10.796000;9.316000;5.046000;7.041000;4.416000;4.396000;6.441000;5.241000;3.776000;13.401000;3.581000;5.056000;2.806000;3.781000;3.711000;17.651000;10.146000;5.276000;6.411000;4.401000;3.681000;4.411000;3.771000;8.636000;7.916000;3.796000;13.566000;4.616000;8.586000;5.021000;4.171000;4.136000;6.436000;3.796000;4.786000;3.576000;2.481000;16.331000;16.781000;4.416000;9.041000;3.206000;2.451000;2.451000;4.141000;4.416000;5.491000;5.446000;4.601000;3.761000;5.461000;6.436000;15.961000;4.141000;2.181000;2.826000;2.551000;10.156000;13.151000;3.781000;5.471000;5.996000;3.706000;4.731000;11.926000;7.026000;5.291000;3.691000;5.046000;5.891000;3.716000;2.461000;3.571000;4.596000;10.151000;4.131000;5.041000;5.246000;18.781000;2.136000;4.126000;3.696000;4.421000;4.416000;2.806000;1.951000;6.941000;3.791000;24.326000;18.611000;4.381000;3.711000;4.436000;2.486000;4.606000;4.261000;4.606000;2.181000;8.856000;4.136000;7.776000;5.446000;17.016000;3.216000;5.046000;5.026000;3.526000;6.071000;8.641000;5.261000;6.406000;4.731000;6.366000;5.001000;11.736000;13.081000;4.606000;3.801000;3.561000;4.786000;14.101000;11.936000;7.011000;5.291000;8.191000;6.421000;7.956000;3.796000;8.371000;6.331000;3.946000;4.426000;2.456000;4.141000;
22.801000;13.406000;7.491000;10.146000;28.031000;8.581000;25.236000;4.601000;4.681000;7.081000;4.421000;4.421000;3.706000;5.286000;3.196000;4.141000;11.996000;12.801000;7.426000;13.566000;6.356000;4.191000;5.891000;10.156000;10.476000;8.611000;5.466000;4.131000;8.626000;5.531000;9.336000;2.146000;12.526000;4.131000;10.166000;5.231000;11.006000;15.461000;5.541000;3.546000;3.766000;8.196000;4.601000;6.366000;8.621000;4.411000;3.756000;11.931000;4.326000;5.541000;3.716000;3.706000;3.781000;8.591000;21.181000;5.361000;3.801000;5.466000;4.186000;8.391000;2.831000;5.496000;10.151000;12.526000;12.701000;3.676000;6.576000;2.461000;16.661000;10.226000;9.306000;10.161000;2.831000;3.686000;6.326000;12.261000;3.676000;5.486000;11.841000;15.091000;6.951000;7.051000;4.141000;4.136000;2.011000;7.481000;3.786000;6.946000;2.121000;3.681000;14.521000;4.621000;12.581000;5.236000;3.551000;3.211000;4.136000;7.071000;4.731000;6.931000;4.406000;17.746000;8.186000;2.176000;4.261000;4.141000;8.791000;4.316000;13.731000;7.481000;18.686000;27.536000;4.176000;12.541000;8.611000;8.586000;12.021000;10.151000;9.526000;11.726000;4.606000;6.411000;7.466000;6.376000;4.111000;13.936000;3.781000;6.001000;3.156000;4.426000;4.126000;21.186000;10.806000;8.196000;10.181000;4.406000;4.401000;6.416000;4.181000;17.481000;9.321000;4.786000;14.696000;6.381000;10.161000;5.426000;4.416000;4.271000;9.311000;4.141000;5.446000;3.716000;3.906000;17.526000;16.791000;4.786000;10.186000;4.726000;3.156000;3.521000;5.991000;4.606000;15.971000;6.391000;4.606000;4.136000;11.436000;8.321000;17.531000;4.386000;3.681000;2.846000;2.816000;11.506000;16.896000;4.141000;6.441000;6.401000;3.796000;6.376000;13.941000;7.061000;10.156000;3.706000;5.236000;6.186000;3.766000;2.841000;4.421000;6.431000;10.191000;4.416000;7.471000;5.461000;25.026000;2.406000;6.421000;3.711000;4.611000;6.401000;2.811000;2.856000;8.631000;4.396000;26.876000;21.251000;5.246000;4.421000;4.616000;3.161000;6.936000;4.411000;7.956000;3.716000;10.156000;4.416000;9.046000;5.496000;22.151000;3.946000;5.206000;5.111000;4.141000;8.191000;9.541000;5.926000;12.301000;5.991000;9.931000;5.246000;11.986000;13.551000;5.046000;4.141000;5.216000;5.046000;18.601000;14.461000;7.086000;11.321000;11.511000;7.486000;9.841000;4.141000;10.226000;8.056000;4.141000;5.246000;2.466000;4.616000;
23.431000;13.561000;8.716000;18.451000;28.036000;10.471000;25.921000;4.611000;5.051000;8.641000;5.251000;5.051000;4.141000;7.956000;3.706000;4.421000;14.116000;14.136000;14.896000;17.871000;6.916000;4.421000;15.936000;10.786000;11.751000;10.151000;6.381000;4.481000;10.156000;11.991000;10.471000;2.156000;16.771000;4.196000;11.991000;7.011000;12.296000;18.456000;6.931000;3.576000;4.366000;12.721000;4.616000;7.026000;10.931000;4.606000;4.141000;18.781000;4.406000;6.656000;4.131000;4.191000;3.786000;8.686000;21.191000;6.521000;4.171000;5.891000;4.491000;8.631000;3.146000;5.896000;11.916000;12.791000;15.976000;3.711000;12.261000;3.701000;19.791000;12.801000;10.186000;14.146000;3.786000;3.706000;7.111000;12.306000;3.796000;9.291000;12.306000;21.206000;8.366000;9.286000;5.691000;4.141000;4.141000;8.606000;4.136000;7.036000;2.176000;3.706000;15.571000;5.201000;13.571000;5.521000;3.791000;4.416000;4.606000;8.206000;5.246000;10.041000;7.076000;18.466000;10.166000;3.246000;4.411000;4.421000;10.186000;4.476000;14.151000;9.311000;23.111000;27.971000;5.281000;14.321000;9.921000;10.151000;14.386000;12.316000;10.146000;19.726000;5.516000;7.091000;9.046000;7.021000;7.936000;18.766000;4.146000;7.851000;3.701000;5.161000;4.186000;21.226000;13.421000;10.446000;10.186000;4.481000;6.426000;12.046000;4.411000;19.051000;9.926000;7.086000;24.056000;6.916000;16.796000;5.491000;4.481000;4.411000;12.976000;5.186000;5.546000;4.116000;4.141000;18.591000;17.161000;6.906000;11.936000;4.781000;3.161000;3.711000;7.041000;5.276000;16.786000;6.406000;6.436000;4.416000;14.366000;11.691000;18.766000;4.671000;4.116000;3.151000;2.821000;12.586000;19.561000;6.396000;8.181000;8.641000;4.151000;7.081000;14.266000;9.301000;13.586000;4.416000;5.461000;6.926000;3.776000;3.781000;7.076000;10.726000;12.871000;5.286000;8.191000;6.441000;28.536000;4.161000;13.561000;4.416000;4.771000;8.646000;3.776000;4.141000;8.641000;4.421000;27.356000;22.161000;6.376000;6.391000;6.486000;3.581000;7.986000;4.416000;9.601000;4.201000;10.971000;5.206000;12.701000;5.881000;23.201000;4.621000;8.646000;5.331000;4.191000;8.496000;10.156000;5.951000;14.956000;6.561000;10.151000;7.436000;12.521000;13.736000;7.076000;5.471000;5.236000;5.196000;22.151000;15.226000;8.191000;13.571000;11.746000;8.326000;10.406000;4.411000;11.741000;8.696000;4.331000;6.406000;3.686000;6.411000;
24.046000;18.601000;10.141000;19.706000;28.341000;10.781000;26.176000;7.071000;5.191000;12.306000;5.886000;7.796000;4.416000;9.531000;4.616000;7.021000;15.301000;15.696000;18.241000;21.181000;7.046000;5.236000;17.501000;11.191000;12.316000;10.211000;8.641000;7.076000;10.461000;12.531000;12.301000;2.821000;20.811000;4.501000;15.701000;8.041000;12.861000;18.781000;7.056000;5.041000;4.416000;12.726000;7.071000;7.091000;11.696000;6.946000;4.416000;19.676000;4.611000;11.936000;4.136000;5.191000;4.126000;12.816000;24.336000;12.886000;4.601000;8.176000;4.616000;8.636000;4.146000;8.131000;12.296000;13.146000;16.026000;7.061000;16.031000;4.136000;24.101000;13.316000;14.526000;14.931000;4.196000;3.776000;8.646000;12.816000;4.136000;10.156000;12.526000;21.211000;8.616000;10.996000;7.081000;4.146000;4.676000;10.146000;4.151000;7.951000;2.466000;3.771000;19.691000;5.721000;16.796000;7.001000;4.416000;5.266000;4.621000;8.411000;6.366000;10.151000;10.146000;18.776000;12.476000;3.701000;5.236000;5.491000;11.021000;5.041000;14.941000;12.316000;23.836000;29.851000;6.436000;14.931000;12.311000;12.881000;16.086000;17.251000;11.556000;20.341000;6.381000;8.631000;9.536000;9.281000;10.181000;20.611000;4.421000;14.261000;3.791000;6.386000;4.411000;24.061000;14.141000;15.511000;10.451000;6.921000;6.481000;13.556000;5.106000;19.696000;11.021000;9.301000;24.116000;8.171000;16.921000;8.421000;4.611000;4.421000;13.416000;5.196000;8.046000;4.721000;4.731000;18.761000;18.786000;7.071000;13.231000;12.256000;3.526000;5.481000;11.936000;6.931000;17.426000;7.951000;6.941000;5.226000;15.966000;11.926000;24.421000;5.196000;4.431000;4.146000;3.781000;16.446000;19.706000;7.921000;8.576000;8.996000;4.416000;12.326000;14.541000;10.156000;20.096000;4.606000;6.001000;10.151000;4.136000;4.426000;8.186000;11.901000;18.226000;5.511000;8.631000;7.031000;28.591000;4.406000;18.941000;4.421000;7.071000;9.546000;4.126000;4.421000;17.576000;4.431000;27.526000;24.521000;7.031000;6.946000;7.086000;4.141000;8.191000;4.946000;11.751000;4.321000;15.761000;5.521000;13.431000;7.926000;27.011000;5.041000;11.736000;5.346000;4.286000;8.631000;10.921000;6.391000;16.116000;7.391000;10.161000;8.621000;17.881000;15.971000;8.611000;5.991000;6.391000;5.726000;23.511000;15.991000;10.196000;19.661000;14.121000;8.416000;12.351000;7.921000;14.851000;10.186000;4.416000;6.446000;3.706000;7.031000;
24.066000;21.191000;10.186000;22.116000;28.596000;13.736000;32.611000;8.186000;6.391000;12.311000;6.406000;7.951000;4.441000;15.681000;5.876000;10.176000;17.506000;15.916000;18.761000;23.531000;7.076000;6.401000;17.556000;11.196000;13.716000;12.621000;14.946000;10.156000;15.301000;12.616000;12.801000;3.156000;21.206000;7.121000;18.236000;8.636000;14.941000;18.856000;7.061000;8.596000;4.611000;12.886000;8.641000;11.756000;17.496000;13.571000;5.456000;22.811000;5.221000;12.811000;4.321000;5.236000;10.221000;17.541000;24.786000;22.201000;5.241000;8.606000;6.426000;16.791000;4.606000;9.306000;16.651000;13.231000;18.431000;12.621000;19.766000;5.216000;27.806000;13.556000;22.821000;22.116000;5.691000;4.131000;10.156000;13.431000;4.406000;12.626000;12.611000;22.186000;9.841000;11.286000;7.426000;5.046000;4.811000;12.311000;4.421000;8.611000;4.396000;4.116000;21.186000;6.911000;18.761000;8.686000;5.696000;5.536000;5.036000;10.946000;6.936000;10.796000;13.746000;19.761000;12.696000;4.136000;8.046000;5.536000;12.236000;5.526000;17.151000;13.566000;23.966000;33.366000;6.446000;16.656000;12.806000;17.546000;18.391000;22.161000;11.931000;21.236000;6.926000;11.686000;10.731000;11.896000;10.196000;23.496000;4.766000;15.061000;4.421000;6.391000;5.226000;25.161000;16.771000;15.726000;12.706000;8.191000;8.191000;14.141000;5.231000;22.386000;13.726000;10.146000;24.476000;10.151000;19.691000;9.201000;5.281000;5.241000;15.971000;5.226000;11.206000;6.941000;4.771000;21.191000;19.776000;9.526000;15.761000;15.746000;3.736000;6.391000;12.536000;7.386000;21.196000;9.196000;7.771000;6.931000;18.751000;12.536000;24.576000;5.436000;5.236000;4.191000;4.411000;17.276000;19.766000;7.991000;8.631000;9.541000;4.481000;12.531000;16.056000;10.181000;20.806000;6.416000;12.516000;11.981000;4.141000;5.166000;10.151000;15.216000;18.771000;7.216000;10.201000;8.326000;29.596000;4.716000;19.216000;5.221000;7.906000;10.131000;4.426000;4.441000;19.226000;6.401000;27.656000;24.526000;9.361000;8.646000;8.196000;4.486000;8.686000;5.251000;11.991000;5.286000;15.766000;7.436000;17.856000;8.186000;35.936000;5.071000;12.811000;5.446000;4.426000;10.456000;15.156000;6.926000;16.656000;9.221000;10.391000;14.401000;18.761000;15.976000;8.646000;6.931000;8.426000;8.986000;24.586000;16.796000;10.451000;24.021000;14.491000;11.811000;13.216000;7.941000;16.676000;12.051000;5.891000;6.926000;3.801000;10.196000;
27.536000;21.251000;12.286000;22.211000;28.846000;15.076000;35.561000;9.046000;7.946000;22.551000;7.206000;10.156000;6.006000;15.966000;6.436000;11.551000;17.846000;16.776000;20.306000;25.916000;8.591000;7.941000;17.561000;12.531000;14.941000;14.106000;15.221000;11.746000;16.661000;12.781000;15.751000;3.791000;21.976000;8.186000;19.781000;8.681000;16.781000;24.056000;7.066000;12.306000;4.711000;13.541000;9.551000;13.226000;18.781000;15.721000;5.536000;23.516000;6.406000;13.726000;5.206000;5.241000;10.801000;17.741000;27.631000;24.066000;5.541000;12.081000;6.936000;17.271000;6.951000;16.786000;17.486000;13.566000;21.401000;16.056000;21.216000;10.146000;28.306000;19.481000;24.081000;22.536000;6.386000;4.406000;10.436000;13.721000;4.476000;13.426000;12.796000;22.196000;12.791000;11.561000;8.191000;5.236000;5.531000;15.456000;4.616000;11.916000;4.416000;4.406000;21.191000;7.086000;18.786000;11.011000;6.391000;6.426000;5.486000;12.541000;9.036000;12.426000;14.201000;19.776000;12.786000;4.146000;9.326000;6.911000;15.716000;6.421000;18.781000;14.931000;24.511000;35.256000;11.011000;18.601000;14.901000;17.851000;19.686000;22.546000;17.521000;24.546000;10.136000;14.936000;11.976000;11.916000;13.411000;27.596000;5.061000;21.636000;4.611000;7.051000;5.241000;27.971000;16.796000;16.091000;13.426000;8.681000;13.406000;17.741000;7.071000;24.061000;15.756000;12.821000;28.001000;12.291000;21.631000;10.811000;6.191000;5.281000;17.526000;7.516000;12.076000;7.066000;5.041000;22.171000;21.146000;12.261000;17.531000;21.151000;3.786000;8.686000;13.936000;11.801000;21.316000;10.481000;10.161000;8.181000;18.776000;21.186000;25.021000;5.691000;6.431000;4.506000;5.686000;19.796000;20.181000;15.306000;10.151000;10.941000;4.486000;12.536000;20.551000;10.206000;22.196000;6.431000;14.111000;12.001000;4.151000;6.901000;10.156000;16.786000;18.781000;7.921000;14.936000;9.301000;32.341000;5.231000;23.991000;5.286000;12.256000;11.291000;4.621000;4.771000;21.211000;11.921000;28.251000;25.116000;17.231000;10.831000;8.641000;7.956000;12.866000;5.291000;12.536000;7.046000;16.931000;7.486000;20.611000;8.696000;43.236000;6.951000;14.471000;6.691000;4.616000;11.911000;15.431000;7.481000;22.206000;12.301000;11.996000;14.926000;19.716000;18.306000;10.451000;6.936000;12.631000;10.411000;29.086000;17.741000;10.831000;25.421000;15.726000;17.146000;16.061000;12.786000;18.776000;14.931000;7.376000;6.946000;6.411000;12.896000;
