10.000000;60.400000;3.500000;1.653333;
6.000000;75.833333;3.333333;1.046667;
45.000000;1221.088889;9.977778;2.360000;
19.000000;185.736842;4.263158;1.556667;
7.000000;132.285714;3.571429;0.746667;
3.000000;26.666667;3.333333;0.973333;
38.000000;98.131579;3.947368;2.190000;
40.000000;1853.550000;11.575000;2.103333;
34.000000;1790.941176;10.000000;1.870000;
9.000000;707.444444;6.222222;1.100000;
17.000000;99.705882;3.882353;1.426667;
17.000000;70.941176;4.000000;1.833333;
6.000000;80.000000;3.500000;1.003333;
1.000000;25.000000;4.000000;0.860000;
18.000000;65.833333;3.555556;1.673333;
26.000000;90.769231;4.038462;1.703333;
36.000000;1433.555556;9.250000;1.850000;
34.000000;2447.941176;12.500000;2.050000;
16.000000;39.062500;3.687500;1.766667;
16.000000;79.687500;3.500000;1.500000;
15.000000;2369.666667;11.266667;1.253333;
8.000000;267.125000;4.375000;1.146667;
7.000000;93.428571;3.571429;1.083333;
13.000000;1784.000000;9.846154;1.286667;
27.000000;70.148148;3.703704;1.840000;
18.000000;7348.611111;18.722222;1.450000;
17.000000;1772.647059;9.764706;1.426667;
29.000000;4286.034483;17.103448;2.050000;
4.000000;32.500000;3.250000;1.096667;
35.000000;1668.857143;10.971429;2.133333;
4.000000;43.750000;3.000000;1.066667;
31.000000;1236.451613;8.870968;1.810000;
10.000000;62.100000;3.400000;1.073333;
14.000000;93.714286;3.500000;1.280000;
12.000000;121.000000;3.333333;1.120000;
15.000000;70.800000;3.666667;1.396667;
30.000000;3520.433333;14.466667;1.903333;
10.000000;52.100000;3.200000;1.253333;
3.000000;60.000000;4.333333;1.170000;
3.000000;31.666667;3.000000;1.140000;
49.000000;127.142857;4.326531;2.290000;
3.000000;102.000000;3.666667;1.026667;
23.000000;2186.913043;10.478261;1.470000;
13.000000;299.692308;4.384615;1.203333;
45.000000;1932.844444;13.022222;2.710000;
19.000000;2960.526316;14.000000;1.756667;
12.000000;55.416667;3.583333;1.546667;
20.000000;88.800000;3.800000;1.763333;
26.000000;3383.615385;12.269231;1.550000;
20.000000;5353.150000;13.500000;1.293333;
3.000000;50.333333;3.666667;1.030000;
31.000000;3516.096774;13.193548;1.793333;
16.000000;5140.187500;13.500000;1.210000;
21.000000;2217.333333;10.904762;1.673333;
36.000000;2600.805556;13.472222;2.100000;
42.000000;1981.142857;12.261905;2.343333;
16.000000;4126.625000;11.500000;1.143333;
20.000000;202.200000;4.450000;1.513333;
29.000000;117.000000;4.000000;1.860000;
32.000000;75.718750;3.593750;1.693333;
15.000000;414.400000;5.800000;1.310000;
13.000000;144.384615;3.846154;1.243333;
